merchant_id,region,category,onboarding_start_date,ab_group,kyc_submitted,kyc_approved,catalog_uploaded,logistics_configured,activated_30d,gmv_30d,support_tickets_raised
MERCH_109729,US_West,Electronics,2026-01-26,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_109730,US_West,Electronics,2026-02-12,Variant_v2.0,0,0,0,0,0,0.0,2
MERCH_109731,US_Central,Collectibles,2026-03-28,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109732,US_East,Beauty_Personal_Care,2026-05-16,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109733,US_Central,Beauty_Personal_Care,2026-03-04,Control_v1.0,1,1,1,1,1,459.26,3
MERCH_109734,US_Central,Apparel,2026-04-28,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109735,US_East,Apparel,2026-02-15,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_109736,US_Central,Electronics,2026-01-26,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109737,US_West,Apparel,2026-03-04,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109738,US_East,Home_Improvement,2026-03-29,Control_v1.0,1,0,0,0,0,0.0,3
MERCH_109739,US_East,Electronics,2026-02-10,Variant_v2.0,1,1,1,1,1,370.22,1
MERCH_109740,US_West,Electronics,2026-04-03,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109741,US_West,Electronics,2026-01-11,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109742,US_South,Electronics,2026-05-16,Control_v1.0,1,1,0,0,0,0.0,4
MERCH_109743,US_Central,Beauty_Personal_Care,2026-01-30,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_109744,US_West,Electronics,2026-03-20,Variant_v2.0,1,1,1,1,1,535.07,0
MERCH_109745,US_Central,Beauty_Personal_Care,2026-03-23,Control_v1.0,1,1,1,1,1,1287.73,6
MERCH_109746,US_Central,Apparel,2026-06-02,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109747,US_East,Apparel,2026-05-19,Control_v1.0,0,0,0,0,0,0.0,2
MERCH_109748,US_West,Beauty_Personal_Care,2026-04-26,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109749,US_South,Apparel,2026-06-25,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109750,US_East,Home_Improvement,2026-06-28,Variant_v2.0,1,1,0,0,0,0.0,3
MERCH_109751,US_West,Apparel,2026-03-14,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109752,US_East,Apparel,2026-04-24,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_109753,US_Central,Beauty_Personal_Care,2026-02-01,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_109754,US_West,Home_Improvement,2026-05-20,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109755,US_West,Beauty_Personal_Care,2026-04-21,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109756,US_West,Apparel,2026-02-11,Variant_v2.0,1,1,1,1,1,476.5,0
MERCH_109757,US_South,Beauty_Personal_Care,2026-05-31,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109758,US_West,Beauty_Personal_Care,2026-03-29,Control_v1.0,1,1,1,1,1,4844.38,1
MERCH_109759,US_East,Home_Improvement,2026-03-23,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109760,US_South,Home_Improvement,2026-05-23,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109761,US_West,Electronics,2026-04-04,Variant_v2.0,0,0,0,0,0,0.0,0
MERCH_109762,US_South,Apparel,2026-06-24,Control_v1.0,1,1,1,1,1,1770.54,6
MERCH_109763,US_South,Apparel,2026-04-24,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_109764,US_South,Collectibles,2026-06-19,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109765,US_West,Apparel,2026-02-08,Control_v1.0,1,0,0,0,0,0.0,2
MERCH_109766,US_East,Apparel,2026-05-08,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109767,US_Central,Electronics,2026-01-13,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109768,US_South,Beauty_Personal_Care,2026-06-19,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_109769,US_West,Beauty_Personal_Care,2026-04-26,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_109770,US_Central,Apparel,2026-05-31,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109771,US_East,Apparel,2026-02-14,Control_v1.0,1,1,1,1,1,1580.9,2
MERCH_109772,US_West,Electronics,2026-01-22,Control_v1.0,1,0,0,0,0,0.0,2
MERCH_109773,US_East,Apparel,2026-01-27,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109774,US_Central,Beauty_Personal_Care,2026-02-21,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109775,US_East,Electronics,2026-05-19,Variant_v2.0,1,1,1,1,1,1889.55,4
MERCH_109776,US_East,Collectibles,2026-06-17,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109777,US_South,Home_Improvement,2026-05-14,Control_v1.0,1,1,1,1,1,343.54,2
MERCH_109778,US_East,Home_Improvement,2026-03-08,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_109779,US_East,Beauty_Personal_Care,2026-06-09,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_109780,US_East,Collectibles,2026-03-15,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_109781,US_East,Electronics,2026-06-17,Control_v1.0,1,1,1,1,1,2312.85,0
MERCH_109782,US_Central,Home_Improvement,2026-04-29,Variant_v2.0,1,1,1,1,1,601.26,1
MERCH_109783,US_South,Apparel,2026-01-20,Variant_v2.0,1,1,1,1,0,0.0,3
MERCH_109784,US_East,Apparel,2026-01-18,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109785,US_Central,Beauty_Personal_Care,2026-03-23,Control_v1.0,1,1,1,1,1,3222.79,1
MERCH_109786,US_West,Home_Improvement,2026-01-02,Variant_v2.0,1,0,0,0,0,0.0,2
MERCH_109787,US_West,Beauty_Personal_Care,2026-01-13,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109788,US_East,Home_Improvement,2026-02-25,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109789,US_West,Apparel,2026-06-23,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_109790,US_West,Apparel,2026-04-27,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_109791,US_East,Home_Improvement,2026-02-16,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_109792,US_West,Electronics,2026-03-05,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_109793,US_West,Beauty_Personal_Care,2026-05-20,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_109794,US_East,Home_Improvement,2026-05-20,Variant_v2.0,1,1,1,1,0,0.0,3
MERCH_109795,US_East,Home_Improvement,2026-05-20,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_109796,US_South,Apparel,2026-04-18,Control_v1.0,0,0,0,0,0,0.0,3
MERCH_109797,US_East,Home_Improvement,2026-05-31,Variant_v2.0,1,1,1,1,1,4036.62,1
MERCH_109798,US_East,Apparel,2026-01-18,Variant_v2.0,1,1,0,0,0,0.0,3
MERCH_109799,US_South,Electronics,2026-06-01,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109800,US_Central,Apparel,2026-02-16,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109801,US_West,Apparel,2026-03-11,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109802,US_West,Beauty_Personal_Care,2026-02-09,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_109803,US_Central,Apparel,2026-06-22,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109804,US_East,Apparel,2026-03-08,Variant_v2.0,1,1,1,1,1,57.29,1
MERCH_109805,US_Central,Beauty_Personal_Care,2026-04-25,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_109806,US_Central,Beauty_Personal_Care,2026-02-27,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109807,US_East,Apparel,2026-04-25,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109808,US_South,Apparel,2026-04-20,Variant_v2.0,1,1,1,0,0,0.0,3
MERCH_109809,US_East,Apparel,2026-05-01,Variant_v2.0,1,1,1,1,1,445.17,1
MERCH_109810,US_West,Apparel,2026-04-06,Variant_v2.0,1,1,1,1,1,6212.31,0
MERCH_109811,US_South,Beauty_Personal_Care,2026-04-02,Variant_v2.0,1,1,1,1,1,736.78,1
MERCH_109812,US_West,Apparel,2026-01-09,Variant_v2.0,0,0,0,0,0,0.0,0
MERCH_109813,US_Central,Collectibles,2026-02-03,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109814,US_South,Apparel,2026-03-01,Variant_v2.0,1,1,1,1,1,120.69,1
MERCH_109815,US_Central,Apparel,2026-01-27,Control_v1.0,1,1,1,1,1,483.13,0
MERCH_109816,US_East,Beauty_Personal_Care,2026-06-04,Control_v1.0,1,1,0,0,0,0.0,3
MERCH_109817,US_East,Apparel,2026-01-25,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_109818,US_East,Apparel,2026-04-16,Variant_v2.0,1,1,1,1,0,0.0,2
MERCH_109819,US_East,Home_Improvement,2026-03-24,Control_v1.0,1,1,1,1,1,1288.04,2
MERCH_109820,US_East,Beauty_Personal_Care,2026-02-09,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109821,US_Central,Apparel,2026-03-24,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_109822,US_Central,Beauty_Personal_Care,2026-03-17,Variant_v2.0,0,0,0,0,0,0.0,2
MERCH_109823,US_West,Apparel,2026-02-05,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_109824,US_East,Beauty_Personal_Care,2026-06-02,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_109825,US_Central,Beauty_Personal_Care,2026-03-02,Variant_v2.0,1,1,1,1,1,1179.91,0
MERCH_109826,US_East,Home_Improvement,2026-06-29,Variant_v2.0,1,1,1,1,1,885.05,0
MERCH_109827,US_East,Electronics,2026-05-06,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109828,US_Central,Home_Improvement,2026-01-06,Variant_v2.0,1,1,1,1,0,0.0,3
MERCH_109829,US_Central,Apparel,2026-01-14,Variant_v2.0,1,1,1,1,1,432.32,2
MERCH_109830,US_East,Beauty_Personal_Care,2026-01-07,Variant_v2.0,1,1,1,1,1,1089.61,2
MERCH_109831,US_South,Apparel,2026-06-11,Variant_v2.0,1,0,0,0,0,0.0,2
MERCH_109832,US_West,Home_Improvement,2026-02-05,Variant_v2.0,0,0,0,0,0,0.0,3
MERCH_109833,US_South,Beauty_Personal_Care,2026-04-29,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109834,US_West,Apparel,2026-02-20,Control_v1.0,1,1,1,1,1,1203.65,1
MERCH_109835,US_West,Apparel,2026-03-16,Variant_v2.0,0,0,0,0,0,0.0,0
MERCH_109836,US_South,Apparel,2026-04-17,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109837,US_West,Home_Improvement,2026-06-08,Control_v1.0,1,1,1,1,1,4552.03,0
MERCH_109838,US_Central,Apparel,2026-05-06,Control_v1.0,1,0,0,0,0,0.0,2
MERCH_109839,US_South,Beauty_Personal_Care,2026-03-23,Variant_v2.0,0,0,0,0,0,0.0,1
MERCH_109840,US_South,Home_Improvement,2026-06-03,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109841,US_South,Electronics,2026-03-28,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109842,US_West,Collectibles,2026-06-27,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_109843,US_Central,Apparel,2026-01-08,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_109844,US_West,Beauty_Personal_Care,2026-05-31,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109845,US_East,Beauty_Personal_Care,2026-05-27,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_109846,US_South,Apparel,2026-01-22,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109847,US_East,Home_Improvement,2026-06-18,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_109848,US_East,Electronics,2026-03-22,Control_v1.0,1,1,1,1,1,2291.84,2
MERCH_109849,US_East,Beauty_Personal_Care,2026-06-26,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109850,US_East,Beauty_Personal_Care,2026-04-01,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109851,US_South,Home_Improvement,2026-01-31,Variant_v2.0,1,1,1,1,1,385.98,1
MERCH_109852,US_West,Apparel,2026-01-17,Variant_v2.0,1,0,0,0,0,0.0,3
MERCH_109853,US_East,Apparel,2026-01-17,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_109854,US_South,Collectibles,2026-04-18,Control_v1.0,1,1,1,1,1,375.15,1
MERCH_109855,US_East,Apparel,2026-04-08,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_109856,US_West,Home_Improvement,2026-04-09,Variant_v2.0,1,1,1,1,1,892.55,1
MERCH_109857,US_East,Electronics,2026-01-11,Variant_v2.0,1,1,1,0,0,0.0,3
MERCH_109858,US_East,Collectibles,2026-03-01,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109859,US_West,Apparel,2026-01-04,Variant_v2.0,1,1,1,1,1,211.82,1
MERCH_109860,US_South,Collectibles,2026-02-27,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109861,US_East,Apparel,2026-05-11,Variant_v2.0,1,0,0,0,0,0.0,3
MERCH_109862,US_South,Apparel,2026-03-13,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_109863,US_South,Apparel,2026-04-10,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_109864,US_Central,Apparel,2026-02-05,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_109865,US_West,Collectibles,2026-02-12,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_109866,US_East,Electronics,2026-03-24,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109867,US_West,Beauty_Personal_Care,2026-01-20,Variant_v2.0,1,1,0,0,0,0.0,3
MERCH_109868,US_South,Apparel,2026-01-05,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_109869,US_West,Beauty_Personal_Care,2026-03-27,Variant_v2.0,0,0,0,0,0,0.0,0
MERCH_109870,US_West,Apparel,2026-01-26,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_109871,US_East,Apparel,2026-06-27,Control_v1.0,1,1,1,0,0,0.0,4
MERCH_109872,US_West,Electronics,2026-03-15,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109873,US_West,Home_Improvement,2026-03-29,Control_v1.0,1,1,1,1,1,3003.64,3
MERCH_109874,US_East,Beauty_Personal_Care,2026-02-21,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_109875,US_West,Beauty_Personal_Care,2026-03-02,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109876,US_West,Electronics,2026-04-29,Control_v1.0,1,1,1,1,0,0.0,3
MERCH_109877,US_East,Apparel,2026-03-30,Control_v1.0,1,1,1,1,1,63.78,0
MERCH_109878,US_Central,Home_Improvement,2026-01-15,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109879,US_East,Home_Improvement,2026-04-13,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_109880,US_East,Beauty_Personal_Care,2026-06-11,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109881,US_East,Apparel,2026-05-24,Control_v1.0,1,1,1,1,1,1450.28,1
MERCH_109882,US_East,Beauty_Personal_Care,2026-02-16,Variant_v2.0,1,1,1,0,0,0.0,3
MERCH_109883,US_South,Apparel,2026-03-05,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_109884,US_West,Home_Improvement,2026-05-06,Control_v1.0,1,1,1,1,1,2624.72,1
MERCH_109885,US_Central,Apparel,2026-05-07,Variant_v2.0,1,1,1,1,1,253.39,1
MERCH_109886,US_South,Apparel,2026-04-18,Control_v1.0,1,1,1,1,1,4231.21,2
MERCH_109887,US_South,Collectibles,2026-04-21,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109888,US_West,Beauty_Personal_Care,2026-06-18,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109889,US_West,Home_Improvement,2026-02-14,Control_v1.0,1,1,0,0,0,0.0,3
MERCH_109890,US_Central,Electronics,2026-05-10,Variant_v2.0,0,0,0,0,0,0.0,2
MERCH_109891,US_West,Apparel,2026-02-18,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109892,US_South,Apparel,2026-04-12,Variant_v2.0,1,1,1,1,1,148.29,2
MERCH_109893,US_Central,Home_Improvement,2026-05-27,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_109894,US_Central,Home_Improvement,2026-06-15,Control_v1.0,1,1,1,1,1,475.76,0
MERCH_109895,US_West,Apparel,2026-03-28,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109896,US_Central,Apparel,2026-04-17,Variant_v2.0,0,0,0,0,0,0.0,1
MERCH_109897,US_Central,Home_Improvement,2026-04-19,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_109898,US_South,Collectibles,2026-05-25,Control_v1.0,1,1,1,1,1,87.34,3
MERCH_109899,US_West,Home_Improvement,2026-05-14,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109900,US_West,Electronics,2026-02-17,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109901,US_East,Collectibles,2026-06-21,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109902,US_West,Apparel,2026-02-28,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109903,US_East,Apparel,2026-02-03,Control_v1.0,1,1,1,1,1,1467.88,1
MERCH_109904,US_South,Apparel,2026-05-23,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_109905,US_East,Collectibles,2026-04-01,Variant_v2.0,1,1,1,1,1,2156.89,0
MERCH_109906,US_South,Home_Improvement,2026-01-22,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_109907,US_West,Apparel,2026-06-12,Control_v1.0,1,1,1,1,1,3400.03,2
MERCH_109908,US_West,Beauty_Personal_Care,2026-01-02,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109909,US_West,Apparel,2026-06-21,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109910,US_East,Home_Improvement,2026-01-20,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109911,US_South,Beauty_Personal_Care,2026-06-22,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_109912,US_West,Collectibles,2026-04-07,Variant_v2.0,1,1,1,1,1,1648.31,1
MERCH_109913,US_East,Apparel,2026-03-22,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109914,US_East,Electronics,2026-04-15,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109915,US_South,Beauty_Personal_Care,2026-02-25,Control_v1.0,1,1,1,1,1,3238.74,4
MERCH_109916,US_West,Apparel,2026-05-10,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_109917,US_West,Beauty_Personal_Care,2026-01-12,Variant_v2.0,1,1,1,1,1,554.98,0
MERCH_109918,US_West,Beauty_Personal_Care,2026-04-24,Variant_v2.0,1,1,1,0,0,0.0,3
MERCH_109919,US_East,Apparel,2026-03-23,Variant_v2.0,1,0,0,0,0,0.0,3
MERCH_109920,US_West,Electronics,2026-05-31,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109921,US_South,Electronics,2026-05-27,Control_v1.0,1,1,0,0,0,0.0,3
MERCH_109922,US_East,Apparel,2026-02-23,Variant_v2.0,1,1,1,1,1,3300.78,0
MERCH_109923,US_East,Beauty_Personal_Care,2026-03-10,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_109924,US_East,Electronics,2026-01-21,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_109925,US_West,Apparel,2026-05-28,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_109926,US_East,Electronics,2026-05-14,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109927,US_South,Home_Improvement,2026-02-28,Control_v1.0,1,1,1,1,1,610.65,2
MERCH_109928,US_South,Home_Improvement,2026-04-17,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109929,US_South,Apparel,2026-03-31,Control_v1.0,1,0,0,0,0,0.0,3
MERCH_109930,US_South,Electronics,2026-01-23,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_109931,US_West,Home_Improvement,2026-04-11,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_109932,US_West,Beauty_Personal_Care,2026-02-23,Control_v1.0,1,0,0,0,0,0.0,3
MERCH_109933,US_West,Beauty_Personal_Care,2026-04-23,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109934,US_East,Apparel,2026-05-08,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109935,US_West,Apparel,2026-05-01,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_109936,US_East,Beauty_Personal_Care,2026-01-18,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_109937,US_Central,Apparel,2026-02-11,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109938,US_South,Beauty_Personal_Care,2026-05-02,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_109939,US_Central,Apparel,2026-06-25,Control_v1.0,1,1,1,0,0,0.0,3
MERCH_109940,US_South,Apparel,2026-05-21,Variant_v2.0,1,1,1,1,1,2077.51,1
MERCH_109941,US_West,Beauty_Personal_Care,2026-01-28,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_109942,US_West,Home_Improvement,2026-01-14,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_109943,US_Central,Apparel,2026-06-14,Control_v1.0,0,0,0,0,0,0.0,2
MERCH_109944,US_West,Electronics,2026-04-30,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_109945,US_West,Apparel,2026-02-16,Variant_v2.0,1,1,1,1,1,1577.23,1
MERCH_109946,US_East,Apparel,2026-02-22,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_109947,US_West,Collectibles,2026-06-18,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_109948,US_East,Electronics,2026-02-09,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109949,US_East,Apparel,2026-01-22,Variant_v2.0,1,1,1,1,1,1333.18,1
MERCH_109950,US_East,Electronics,2026-06-12,Control_v1.0,1,1,1,1,1,981.74,3
MERCH_109951,US_Central,Apparel,2026-03-18,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109952,US_East,Home_Improvement,2026-01-09,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109953,US_West,Apparel,2026-03-21,Variant_v2.0,1,1,1,1,0,0.0,2
MERCH_109954,US_West,Home_Improvement,2026-03-18,Control_v1.0,1,1,1,1,1,338.64,1
MERCH_109955,US_East,Apparel,2026-05-26,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_109956,US_Central,Beauty_Personal_Care,2026-02-22,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_109957,US_Central,Collectibles,2026-03-14,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_109958,US_Central,Apparel,2026-05-16,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109959,US_West,Apparel,2026-05-27,Variant_v2.0,1,1,1,1,1,574.57,0
MERCH_109960,US_East,Beauty_Personal_Care,2026-03-16,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_109961,US_East,Apparel,2026-02-12,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109962,US_East,Electronics,2026-05-08,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_109963,US_East,Beauty_Personal_Care,2026-04-02,Control_v1.0,1,1,1,1,1,2631.01,0
MERCH_109964,US_East,Apparel,2026-06-09,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109965,US_East,Electronics,2026-01-19,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_109966,US_Central,Apparel,2026-01-07,Variant_v2.0,1,0,0,0,0,0.0,2
MERCH_109967,US_West,Collectibles,2026-06-01,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_109968,US_Central,Apparel,2026-01-23,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_109969,US_West,Home_Improvement,2026-05-15,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109970,US_West,Apparel,2026-04-14,Control_v1.0,1,0,0,0,0,0.0,2
MERCH_109971,US_South,Electronics,2026-06-17,Variant_v2.0,1,1,1,1,1,3788.31,0
MERCH_109972,US_South,Apparel,2026-04-11,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_109973,US_West,Apparel,2026-03-20,Variant_v2.0,1,1,1,1,0,0.0,3
MERCH_109974,US_East,Apparel,2026-05-31,Variant_v2.0,1,1,1,1,1,1653.84,4
MERCH_109975,US_West,Beauty_Personal_Care,2026-03-20,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109976,US_East,Beauty_Personal_Care,2026-04-11,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_109977,US_South,Beauty_Personal_Care,2026-01-22,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_109978,US_South,Collectibles,2026-05-30,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109979,US_East,Apparel,2026-05-28,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109980,US_East,Home_Improvement,2026-05-29,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_109981,US_East,Beauty_Personal_Care,2026-01-14,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_109982,US_East,Apparel,2026-01-22,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109983,US_South,Apparel,2026-06-10,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109984,US_South,Electronics,2026-03-19,Control_v1.0,1,1,0,0,0,0.0,4
MERCH_109985,US_East,Apparel,2026-05-21,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_109986,US_East,Home_Improvement,2026-04-24,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_109987,US_West,Collectibles,2026-05-23,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109988,US_West,Apparel,2026-05-05,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109989,US_South,Apparel,2026-01-12,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_109990,US_East,Apparel,2026-01-06,Variant_v2.0,1,1,1,1,1,143.73,1
MERCH_109991,US_East,Beauty_Personal_Care,2026-02-01,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109992,US_East,Apparel,2026-01-24,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_109993,US_South,Collectibles,2026-05-25,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_109994,US_West,Home_Improvement,2026-04-08,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_109995,US_South,Collectibles,2026-03-29,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_109996,US_South,Beauty_Personal_Care,2026-06-02,Variant_v2.0,1,1,1,1,1,60.69,2
MERCH_109997,US_South,Apparel,2026-05-04,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_109998,US_East,Beauty_Personal_Care,2026-03-04,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_109999,US_West,Beauty_Personal_Care,2026-01-23,Variant_v2.0,1,1,1,1,1,2252.57,1
MERCH_110000,US_East,Electronics,2026-03-27,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_110001,US_East,Home_Improvement,2026-06-22,Variant_v2.0,1,1,1,1,1,525.0,1
